103.576,87.292,98.36,105.98,91.172,90.86,84.372,88.112,106.072,89.516,91.8,99.648,101.932,95.02,90.992,0,87.88,100.884,86.476,103.94,84.876,88.656,98.484,100.688,91.316,90.968,91.304,87.34,86.916,101.652,100.684,85.004
101.568,91.296,85.24,98.364,86.0,95.172,102.004,102.148,84.496,104.816,89.516,103.128,101.528,83.068,87.02,87.88,0,96.688,105.912,98.188,84.256,98.624,92.384,102.976,99.884,90.904,91.544,91.068,100.588,104.124,82.9,103.484
83.38,106.108,102.332,93.992,106.88,105.052,101.12,97.076,105.624,104.0,89.56,102.648,86.236,86.78,96.424,100.884,96.688,0,82.52,104.388,94.568,83.336,87.884,105.94,84.608,84.184,98.976,86.1,103.768,83.504,89.004,99.836
83.364,95.172,86.852,104.68,83.544,91.748,87.168,95.428,103.872,95.536,105.2,103.012,87.88,106.288,96.112,86.476,105.912,82.52,0,91.528,95.068,87.428,91.76,91.612,106.052,100.872,100.764,92.468,95.444,84.788,87.808,98.084
84.884,95.948,89.24,89.864,106.264,85.512,88.8,103.04,96.224,103.604,93.708,87.24,93.96,102.124,105.38,103.94,98.188,104.388,91.528,0,102.344,107.576,82.228,95.848,91.116,102.02,89.096,95.664,86.056,105.712,93.644,93.304
89.912,95.368,85.372,105.616,95.652,86.06,88.452,90.724,95.364,93.452,94.292,94.572,104.072,104.604,104.232,84.876,84.256,94.568,95.068,102.344,0,88.884,106.432,99.692,95.436,90.592,95.98,85.252,84.44,89.348,105.144,84.552
105.2,106.268,104.56,101.412,96.0,86.696,92.164,90.94,100.2,100.676,96.036,93.24,99.812,93.532,85.748,88.656,98.624,83.336,87.428,107.576,88.884,0,85.716,97.972,92.724,90.152,93.288,98.668,88.772,96.664,85.964,105.26
97.892,93.436,85.832,87.576,85.788,90.536,95.144,98.292,83.172,99.552,87.424,82.012,88.996,84.192,105.152,98.484,92.384,87.884,91.76,82.228,106.432,85.716,0,99.328,101.456,91.292,98.816,96.704,98.492,94.12,92.84,85.408
97.308,99.408,87.216,87.504,91.98,92.216,106.348,87.312,97.128,100.456,101.192,100.56,106.416,84.676,92.076,100.688,102.976,105.94,91.612,95.848,99.692,97.972,99.328,0,97.976,93.56,102.388,93.204,100.168,101.64,87.84,99.224
90.888,97.512,86.584,101.976,89.704,96.048,94.208,95.784,87.168,89.168,85.528,96.812,93.196,103.44,84.996,91.316,99.884,84.608,106.052,91.116,95.436,92.724,101.456,97.976,0,83.004,85.0,89.556,87.56,91.42,104.452,96.928
86.772,89.972,85.28,88.596,88.56,103.228,83.248,93.176,85.172,83.44,102.412,87.748,95.36,87.204,83.768,90.968,90.904,84.184,100.872,102.02,90.592,90.152,91.292,93.56,83.004,0,85.104,101.088,89.608,87.436,85.404,85.32
89.056,96.184,105.488,95.496,103.072,90.088,89.996,84.088,84.02,99.888,84.436,89.548,102.596,100.852,100.816,91.304,91.544,98.976,100.764,89.096,95.98,93.288,98.816,102.388,85.0,85.104,0,97.496,91.988,92.148,92.892,90.008
86.272,85.544,103.524,100.04,88.724,86.1,105.588,93.46,105.28,93.536,101.5,85.832,82.172,89.364,90.812,87.34,91.068,86.1,92.468,95.664,85.252,98.668,96.704,93.204,89.556,101.088,97.496,0,100.784,86.664,83.34,84.88
93.848,93.292,106.576,86.568,91.876,99.36,88.072,86.924,98.948,98.36,92.404,100.92,89.72,90.78,85.792,86.916,100.588,103.768,95.444,86.056,84.44,88.772,98.492,100.168,87.56,89.608,91.988,100.784,0,102.64,90.52,104.176
85.472,92.736,96.668,100.228,98.948,103.968,104.04,103.992,91.96,93.348,83.924,97.236,94.552,95.84,102.368,101.652,104.124,83.504,84.788,105.712,89.348,96.664,94.12,101.64,91.42,87.436,92.148,86.664,102.64,0,101.028,103.992
99.048,85.736,100.272,85.232,103.652,100.448,100.876,98.544,97.936,87.44,103.568,91.744,95.484,106.216,102.16,100.684,82.9,89.004,87.808,93.644,105.144,85.964,92.84,87.84,104.452,85.404,92.892,83.34,90.52,101.028,0,100.964
96.736,101.12,83.212,85.572,94.576,83.928,104.892,86.044,89.148,89.18,90.296,103.728,95.66,85.592,92.276,85.004,103.484,99.836,98.084,93.304,84.552,105.26,85.408,99.224,96.928,85.32,90.008,84.88,104.176,103.992,100.964,0
